address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
5433 Westgate St,SHAWNEE,1500,71705,239000,43,3,2,1535,KS,https://www.zillow.com/homedetails/5433-Westgate-St-Shawnee-KS-66216/75624332_zpid/,"https://en.wikipedia.org/wiki/Shawnee,_KS","According to the 2007-2009 American Community Survey (2) the median income for a household in the city was $71,705, and the median income for a family was $86,408. Males had a median income of $55,222 versus $41,960 for females. The per capita income for the city was $33,502. About 3.6% of families and 5.7% of the population were below the poverty line, including 6.0% of those under age 18 and 4.8% of those age 65 or over."
5416 W 50th St,ROELAND PARK,4200,51455,248900,70,3,3,1849,KS,https://www.zillow.com/homedetails/5416-W-50th-St-Roeland-Park-KS-66205/75628836_zpid/,"https://en.wikipedia.org/wiki/Roeland_Park,_KS","The median income for a household in the city was $51,455, and the median income for a family was $61,750. Males had a median income of $40,504 versus $32,212 for females. The per capita income for the city was $26,220. About 3.0% of families and 5.2% of the population were below the poverty line, including 6.5% of those under age 18 and 4.4% of those age 65 or over."
4014 W 103rd St,OVERLAND PARK,2300,71513,419000,41,4,4,4081,KS,https://www.zillow.com/homedetails/4014-W-103rd-St-Overland-Park-KS-66207/75598849_zpid/,"https://en.wikipedia.org/wiki/Overland_Park,_KS","The median income for a household in the city was $71,513, and the median income for a family was $93,293. Males had a median income of $65,210 versus $43,413 for females. The per capita income for the city was $39,319. 4.9% of the population and 3.3% of families were living below the poverty line, including 6.5% of those under the age of 18 and 4.9% of those 65 and older.[6]"
11802 W Murdock St,WICHITA,2300,44477,155900,29,4,3,2384,KS,https://www.zillow.com/homedetails/11802-W-Murdock-St-Wichita-KS-67212/77378958_zpid/,"https://en.wikipedia.org/wiki/Wichita,_KS","The median income for a household in the city was $44,477, and the median income for a family was $57,088. Males had a median income of $42,783 versus $32,155 for females. The per capita income for the city was $24,517. About 12.1% of families and 15.8% of the population were below the poverty line, including 22.5% of those under age 18 and 9.9% of those age 65 or over.[73]"
5732 Cottonwood St,Shawnee,1500,71705,279900,21,3,4,3039,KS,https://www.zillow.com/homedetails/5732-Cottonwood-St-Shawnee-KS-66216/75575498_zpid/,"https://en.wikipedia.org/wiki/Shawnee,_KS","According to the 2007-2009 American Community Survey (2) the median income for a household in the city was $71,705, and the median income for a family was $86,408. Males had a median income of $55,222 versus $41,960 for females. The per capita income for the city was $33,502. About 3.6% of families and 5.7% of the population were below the poverty line, including 6.0% of those under age 18 and 4.8% of those age 65 or over."
4815 W 71st Ter,PRAIRIE VILLAGE,3500,58685,257900,69,3,2,1437,KS,https://www.zillow.com/homedetails/4815-W-71st-Ter-Prairie-Village-KS-66208/75614526_zpid/,"https://en.wikipedia.org/wiki/Prairie_Village,_KS","As of 2000 the median income for a household in the city was $58,685, and the median income for a family was $70,602 (these figures had risen to $71,646 and $88,185 respectively as of a 2007 estimate[8]). Males had a median income of $50,428 versus $37,321 for females. The per capita income for the city was $34,677. About 1.4% of families and 2.5% of the population were below the poverty line, including 2.6% of those under age 18 and 2.5% of those age 65 or over."
6214 High Dr,MISSION HILLS,1700,,895000,94,3,5,3608,KS,https://www.zillow.com/homedetails/6214-High-Dr-Mission-Hills-KS-66208/75594093_zpid/,"https://en.wikipedia.org/wiki/Mission_Hills,_KS","Faced with prospects of annexation by neighboring relatively lower income communities seeking its wealthy tax base, Mission Hills incorporated as a city in 1949.[11]"
5302 E Pine St,WICHITA,2300,44477,149900,72,3,2,2182,KS,https://www.zillow.com/homedetails/5302-E-Pine-St-Wichita-KS-67208/77342910_zpid/,"https://en.wikipedia.org/wiki/Wichita,_KS","The median income for a household in the city was $44,477, and the median income for a family was $57,088. Males had a median income of $42,783 versus $32,155 for females. The per capita income for the city was $24,517. About 12.1% of families and 15.8% of the population were below the poverty line, including 22.5% of those under age 18 and 9.9% of those age 65 or over.[73]"
5612 W 98th Pl,OVERLAND PARK,2300,71513,235000,58,3,3,2012,KS,https://www.zillow.com/homedetails/5612-W-98th-Pl-Overland-Park-KS-66207/75605258_zpid/,"https://en.wikipedia.org/wiki/Overland_Park,_KS","The median income for a household in the city was $71,513, and the median income for a family was $93,293. Males had a median income of $65,210 versus $43,413 for females. The per capita income for the city was $39,319. 4.9% of the population and 3.3% of families were living below the poverty line, including 6.5% of those under the age of 18 and 4.9% of those 65 and older.[6]"
9410 Dice Ln,LENEXA,1400,61990,255000,34,4,3,1828,KS,https://www.zillow.com/homedetails/9410-Dice-Ln-Lenexa-KS-66215/75590522_zpid/,"https://en.wikipedia.org/wiki/Lenexa,_KS","The median income for a household was $61,990, and the median income for a family was $76,321 (these figures had risen to $70,246 and $86,581 respectively as of a 2007 estimate)[dead link]. Males had a median income of $50,495 versus $32,166 for females. The per capita income for the city was $30,212. About 1.8% of families and 3.4% of the population were below the poverty line, including 2.9% of those under age 18 and 3.0% of those age 65 or over."
136 N Cedar St,GARDNER,1900,50807,135000,56,4,2,1837,KS,https://www.zillow.com/homedetails/136-N-Cedar-St-Gardner-KS-66030/75685949_zpid/,"https://en.wikipedia.org/wiki/Gardner,_KS","As of 2000 the median income for a household in the city was $50,807, and the median income for a family was $54,554. Males had a median income of $37,438 versus $27,553 for females. The per capita income for the city was $20,434. About 5.3% of families and 6.0% of the population were below the poverty line, including 6.1% of those under age 18 and 9.2% of those age 65 or over."
12583 W 82nd Ter,LENEXA,1400,61990,270000,43,4,3,2281,KS,https://www.zillow.com/homedetails/12583-W-82nd-Ter-Lenexa-KS-66215/75529115_zpid/,"https://en.wikipedia.org/wiki/Lenexa,_KS","The median income for a household was $61,990, and the median income for a family was $76,321 (these figures had risen to $70,246 and $86,581 respectively as of a 2007 estimate)[dead link]. Males had a median income of $50,495 versus $32,166 for females. The per capita income for the city was $30,212. About 1.8% of families and 3.4% of the population were below the poverty line, including 2.9% of those under age 18 and 3.0% of those age 65 or over."
3591 Paris Pike,LEXINGTON,1042.8,49778,4500000,15,6,8.5,31000,KY,https://www.zillow.com/homedetails/3591-Paris-Pike-Lexington-KY-40511/91584917_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
1130 Cannonball Way,Independence,1420,51002,235000,18,3,3,2550,KY,https://www.zillow.com/homedetails/1130-Cannonball-Way-Independence-KY-41051/35968550_zpid/,"https://en.wikipedia.org/wiki/Independence,_KY","The median income for a household in the city was $51,002, and the median income for a family was $55,030. Males had a median income of $39,213 versus $26,807 for females. The per capita income for the city was $20,191. About 5.4% of families and 6.5% of the population were below the poverty line, including 9.2% of those under age 18 and 4.2% of those age 65 or over."
164 Black Water Ln,LEXINGTON,1042.8,49778,164900,17,3,2,1320,KY,https://www.zillow.com/homedetails/164-Black-Water-Ln-Lexington-KY-40511/77584973_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
191 Holland Ln,Booneville,131,15833,115000,20,3,2,2483,KY,https://www.zillow.com/homedetails/191-Holland-Ln-Booneville-KY-41314/2087747368_zpid/,"https://en.wikipedia.org/wiki/Booneville,_KY","The median income for a household in the city was $15,833, and the median income for a family was $17,500. Males had a median income of $36,250 versus $31,250 for females. The per capita income for the city was $8,252. There were 40.0% of families and 57.6% of the population living below the poverty line, including 92.7% of under eighteen and 11.8% of those over 64."
1925 Arboro Pl,LOUISVILLE,1924,39457,195000,40,3,2,1276,KY,https://www.zillow.com/homedetails/1925-Arboro-Pl-Louisville-KY-40220/73499016_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
4102 Bay Pointe Dr,LOUISVILLE,1924,39457,175000,29,3,2,1641,KY,https://www.zillow.com/homedetails/4102-Bay-Pointe-Dr-Louisville-KY-40241/73626416_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
4234 Brownsboro Glen Rd,LOUISVILLE,1924,39457,289900,19,4,3,2702,KY,https://www.zillow.com/homedetails/4234-Brownsboro-Glen-Rd-Louisville-KY-40241/73485969_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
2017 Stanford Rd,Lancaster,1774,26175,229900,43,6,3,3378,KY,https://www.zillow.com/homedetails/2017-Stanford-Rd-Lancaster-KY-40444/115330092_zpid/,"https://en.wikipedia.org/wiki/Lancaster,_KY","The median income for a household in the city was $26,175, and the median income for a family was $31,355. Males had a median income of $26,849 versus $21,108 for females. The per capita income for the city was $13,793. About 16.9% of families and 21.1% of the population were below the poverty line, including 27.0% of those under age 18 and 17.5% of those age 65 or over."
11204 Brook Bend Ct,LOUISVILLE,1924,39457,225000,20,5,2,2050,KY,https://www.zillow.com/homedetails/11204-Brook-Bend-Ct-Louisville-KY-40229/73529402_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
4116 Weber Way,LEXINGTON,1042.8,49778,199900,30,3,2,1586,KY,https://www.zillow.com/homedetails/4116-Weber-Way-Lexington-KY-40514/77573434_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
400 Millwood Ct,BOWLING GREEN,1392,33362,284900,18,4,2,2677,KY,https://www.zillow.com/homedetails/400-Millwood-Ct-Bowling-Green-KY-42104/97269267_zpid/,"https://en.wikipedia.org/wiki/Bowling_Green,_KY","The median income for a household in the city was $33,362, and for families was $45,287. Males had a median income of $35,000 versus $28,916 for females. The per capita income for the city was $19,302. About 19.4% of families and 27.7% of the population were below the poverty line, including 30.9% of those under age 18."
11306 Bodley Dr,LOUISVILLE,1924,39457,4585000,8,6,8,19081,KY,https://www.zillow.com/homedetails/11306-Bodley-Dr-Louisville-KY-40223/114063177_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
409 Nathaniel Ct,Lexington,1042.8,49778,132834,,4,3,1776,KY,https://www.zillow.com/homedetails/409-Nathaniel-Ct-Lexington-KY-40508/157710225_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
4117 Morgan Jaymes Dr,Jeffersontown,2659.5,51999,255000,25,4,2,2189,KY,https://www.zillow.com/homedetails/4117-Morgan-Jaymes-Dr-Jeffersontown-KY-40299/73521894_zpid/,"https://en.wikipedia.org/wiki/Jeffersontown,_KY","The median income for a household in the city was $51,999, and the median income for a family was $60,951. Males had a median income of $41,345 versus $29,537 for females. The per capita income for the city was $23,977. About 3.7% of families and 4.3% of the population were below the poverty line, including 5.4% of those under age 18 and 5.4% of those age 65 or over."
3841 Sundart Dr,LEXINGTON,1042.8,49778,187500,41,4,2,2007,KY,https://www.zillow.com/homedetails/3841-Sundart-Dr-Lexington-KY-40517/77521342_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
820 E 7th St,NEWPORT,6267.8,27451,239900,110,2,2,1474,KY,https://www.zillow.com/homedetails/820-E-7th-St-Newport-KY-41071/1361538_zpid/,"https://en.wikipedia.org/wiki/Newport,_KY","The median income for a household in the city was $27,451, and the median income for a family was $32,858. Males had a median income of $29,337 versus $22,723 for females. The per capita income for the city was $15,207. About 20.7% of families and 22.3% of the population were below the poverty line, including 31.1% of those under age 18 and 16.3% of those age 65 or over."
7917 Barbour Manor Dr,LOUISVILLE,1924,39457,259990,53,3,3,2644,KY,https://www.zillow.com/homedetails/7917-Barbour-Manor-Dr-Louisville-KY-40241/73466357_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
2298 Catalpa Loop,RICHMOND,,25533,107500,,3,2,1349,KY,https://www.zillow.com/homedetails/2298-Catalpa-Loop-Richmond-KY-40475/125684290_zpid/,"https://en.wikipedia.org/wiki/Richmond,_KY","The median income for a household in the city was $25,533, and the median income for a family was $36,222. Males had a median income of $30,817 versus $22,053 for females. The per capita income for the city was $15,815. About 16.6% of families and 25.0% of the population were below the poverty line, including 26.2% of those under age 18 and 19.9% of those age 65 or over."
3885 Bohon Rd,Harrodsburg,1573.6,27500,299000,21,6,4,3900,KY,https://www.zillow.com/homedetails/3885-Bohon-Rd-Harrodsburg-KY-40330/2085556825_zpid/,"https://en.wikipedia.org/wiki/Harrodsburg,_KY","The median income for a household in the city was US $27,500, and the median income for a family was $34,503. Males had a median income of $31,214 versus $21,216 for females. The per capita income for the city was $15,327. About 14.2% of families and 17.1% of the population were below the poverty line, including 21.1% of those under age 18 and 13.2% of those age 65 or over."
2710 Cedar Point Rd,CRESTWOOD,554.5,42619,275000,46,4,3,2710,KY,https://www.zillow.com/homedetails/2710-Cedar-Point-Rd-Crestwood-KY-40014/105917951_zpid/,"https://en.wikipedia.org/wiki/Crestwood,_KY","The median income for a household in the city was $42,619, and the median income for a family was $55,000. Males had a median income of $37,250 versus $23,984 for females. The per capita income for the city was $21,569. About 6.6% of families and 7.4% of the population were below the poverty line, including 7.6% of those under age 18 and 8.7% of those age 65 or over."
986 Flat Holw,South Portsmouth,,,154000,36,3,3,2204,KY,https://www.zillow.com/homedetails/986-Flat-Holw-South-Portsmouth-KY-41174/218960542_zpid/,"https://en.wikipedia.org/wiki/South_Portsmouth,_KY",
600 Beresford Dr,LEXINGTON,1042.8,49778,192500,44,3,3,2378,KY,https://www.zillow.com/homedetails/600-Beresford-Dr-Lexington-KY-40505/77519938_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
1266 Willis Branch Rd,Richmond,,25533,6499000,6,6,7,14500,KY,https://www.zillow.com/homedetails/1266-Willis-Branch-Rd-Richmond-KY-40475/218447685_zpid/,"https://en.wikipedia.org/wiki/Richmond,_KY","The median income for a household in the city was $25,533, and the median income for a family was $36,222. Males had a median income of $30,817 versus $22,053 for females. The per capita income for the city was $15,815. About 16.6% of families and 25.0% of the population were below the poverty line, including 26.2% of those under age 18 and 19.9% of those age 65 or over."
3800 Scarlet Oak Ln,LEXINGTON,1042.8,49778,230000,23,3,3,1831,KY,https://www.zillow.com/homedetails/3800-Scarlet-Oak-Ln-Lexington-KY-40514/77541674_zpid/,"https://en.wikipedia.org/wiki/Lexington,_KY","The median income for a household in the city was $49,778, and for a family was $53,264. Males had a median income of $36,166 versus $26,964 for females. The per capita income for the city was $30,031. About 8.2% of families and 18.9% of the population were below the poverty line, including 14.3% of those under the age of 18 and 8.6% of those ages 65 and older."
204 Shalimar Ln,Shepherdsville,1160,36103,150000,18,3,2,1711,KY,https://www.zillow.com/homedetails/204-Shalimar-Ln-Shepherdsville-KY-40165/101604477_zpid/,"https://en.wikipedia.org/wiki/Shepherdsville,_KY","The median income for a household in the city was $36,103, and the median income for a family was $40,878. Males had a median income of $31,324 versus $22,871 for females. The per capita income for the city was $16,519. About 13.7% of families and 15.2% of the population were below the poverty line, including 25.2% of those under age 18 and 8.6% of those age 65 or over."
4639 Shenandoah Dr,LOUISVILLE,1924,39457,230000,24,3,2,1781,KY,https://www.zillow.com/homedetails/4639-Shenandoah-Dr-Louisville-KY-40241/114068748_zpid/,"https://en.wikipedia.org/wiki/Louisville,_KY","The median income for a household is $39,457 and for a family was $49,161. Males had a median income of $36,484 versus $26,255 for females. The per capita income for the county was $22,352. About 9.5% of families and 12.4% of the population were below the poverty line, including 18.1% of those under age 18 and 8.8% of those ages 65 or over."
1858 Freedom Trl,INDEPENDENCE,1420,51002,199000,20,3,4,2060,KY,https://www.zillow.com/homedetails/1858-Freedom-Trl-Independence-KY-41051/1422978_zpid/,"https://en.wikipedia.org/wiki/Independence,_KY","The median income for a household in the city was $51,002, and the median income for a family was $55,030. Males had a median income of $39,213 versus $26,807 for females. The per capita income for the city was $20,191. About 5.4% of families and 6.5% of the population were below the poverty line, including 9.2% of those under age 18 and 4.2% of those age 65 or over."
2316 Branning Rd,Thornhill,3918,84326,297500,52,4,3,3563,KY,https://www.zillow.com/homedetails/2316-Branning-Rd-Thornhill-KY-40222/73465881_zpid/,"https://en.wikipedia.org/wiki/Thornhill,_KY","The median income for a household in the city was $84,326, and the median income for a family was $100,391. Males had a median income of $61,000 versus $48,125 for females. The per capita income for the city was $38,698. None of the population or families were below the poverty line."
19547 N Harrells Ferry Rd,Baton Rouge,2650.13,30368,87500,13,4,3,2850,LA,https://www.zillow.com/homedetails/19547-N-Harrells-Ferry-Rd-Baton-Rouge-LA-70816/2085631625_zpid/,"https://en.wikipedia.org/wiki/Baton_Rouge,_LA","The median income for a household in the city was $30,368, and for a family was $40,266. Males had a median income of $34,893 versus $23,115 for females. The per capita income for the city was $18,512. About 18.0% of families and 24.0% of the population were below the poverty line, including 31.4% of those under age 18 and 13.8% of those ages 65 or over."
3711 Saint Charles Ave,New Orleans,2310.78,,4500000,2,5,6,8747,LA,https://www.zillow.com/homedetails/3711-Saint-Charles-Ave-New-Orleans-LA-70115/84476067_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
13431 Northstar Ct,Baton Rouge,2650.13,30368,159900,11,4,3,2346,LA,https://www.zillow.com/homedetails/13431-Northstar-Ct-Baton-Rouge-LA-70815/66381735_zpid/,"https://en.wikipedia.org/wiki/Baton_Rouge,_LA","The median income for a household in the city was $30,368, and for a family was $40,266. Males had a median income of $34,893 versus $23,115 for females. The per capita income for the city was $18,512. About 18.0% of families and 24.0% of the population were below the poverty line, including 31.4% of those under age 18 and 13.8% of those ages 65 or over."
1381 Harrison Ave,New Orleans,2310.78,,239000,3,3,2,1520,LA,https://www.zillow.com/homedetails/1381-Harrison-Ave-New-Orleans-LA-70122/148985834_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
6208 Marigny St,New Orleans,2310.78,,369000,0,4,2,1819,LA,https://www.zillow.com/homedetails/6208-Marigny-St-New-Orleans-LA-70122/148999271_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
2425 Constance St # 3,New Orleans,2310.78,,282500,,2,2.5,1650,LA,https://www.zillow.com/homedetails/2425-Constance-St-3-New-Orleans-LA-70130/149044843_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
620 Ursulines Ave,New Orleans,2310.78,,9250000,2,8,9.5,12365,LA,https://www.zillow.com/homedetails/620-Ursulines-Ave-New-Orleans-LA-70116/73780293_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
13 Newcomb Blvd,New Orleans,2310.78,,3750000,0,4,5,5725,LA,https://www.zillow.com/homedetails/13-Newcomb-Blvd-New-Orleans-LA-70118/73847444_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
2608 Dauphine St # 10,New Orleans,2310.78,,299900,180,3,3,1885,LA,https://www.zillow.com/homedetails/2608-Dauphine-St-10-New-Orleans-LA-70117/2085559177_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
1505 Bodenger Blvd,New Orleans,2310.78,,185000,87,3,2,2519,LA,https://www.zillow.com/homedetails/1505-Bodenger-Blvd-New-Orleans-LA-70114/73828850_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
4721 Camp St,New Orleans,2310.78,,400000,100,3,2,1613,LA,https://www.zillow.com/homedetails/4721-Camp-St-New-Orleans-LA-70115/84475721_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
316 Seguin St,New Orleans,2310.78,,570000,123,5,4,3150,LA,https://www.zillow.com/homedetails/316-Seguin-St-New-Orleans-LA-70114/73823245_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
6930 Camberley Dr,New Orleans,2310.78,,289900,33,4,4,3560,LA,https://www.zillow.com/homedetails/6930-Camberley-Dr-New-Orleans-LA-70128/73812857_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
6606 Bellaire Dr,New Orleans,2310.78,,485000,4,3,3,2207,LA,https://www.zillow.com/homedetails/6606-Bellaire-Dr-New-Orleans-LA-70124/149093633_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
21828 Turkey Creek Dr,Baton Rouge,2650.13,30368,3400000,12,9,11,13445,LA,https://www.zillow.com/homedetails/21828-Turkey-Creek-Dr-Baton-Rouge-LA-70817/66387221_zpid/,"https://en.wikipedia.org/wiki/Baton_Rouge,_LA","The median income for a household in the city was $30,368, and for a family was $40,266. Males had a median income of $34,893 versus $23,115 for females. The per capita income for the city was $18,512. About 18.0% of families and 24.0% of the population were below the poverty line, including 31.4% of those under age 18 and 13.8% of those ages 65 or over."
2503 St Charles Ave,New Orleans,2310.78,,2895000,1,10,9.5,7757,LA,https://www.zillow.com/homedetails/2503-St-Charles-Ave-New-Orleans-LA-70130/2101504930_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
1015 Burgundy St APT 8,New Orleans,2310.78,,239000,14,2,1,808,LA,https://www.zillow.com/homedetails/1015-Burgundy-St-APT-8-New-Orleans-LA-70116/84447607_zpid/,"https://en.wikipedia.org/wiki/New_Orleans,_LA","After growing by 45 percent in the 1850s, by 1860, the city had nearly 170,000 people.[37] It had grown in wealth, with a ""per capita income [that] was second in the nation and the highest in the South.""[37] The city had a role as the ""primary commercial gateway for the nation's booming midsection.""[37] The port was the nation's third largest in terms of tonnage of imported goods, after Boston and New York, handling 659,000 tons in 1859.[37]"
